date,asset,ret
2017-03-11,BTC,0.052931788543501
2017-03-12,BTC,0.03873863613830775
2017-03-13,BTC,0.008629614878549852
2017-03-14,BTC,0.006558831552744948
2017-03-15,BTC,0.007749988186743995
2017-03-16,BTC,-0.049455372061888436
2017-03-17,BTC,-0.07373239306348878
2017-03-18,BTC,-0.11489596679671465
2017-03-19,BTC,0.0646137137658247
2017-03-20,BTC,0.016870179986421707
2017-03-21,BTC,0.06289904463186113
2017-03-22,BTC,-0.06371929777163454
2017-03-23,BTC,-0.01005590167262882
2017-03-24,BTC,-0.09731457997404602
2017-03-25,BTC,0.037608767208616944
2017-03-26,BTC,-0.006223423989354715
2017-03-27,BTC,0.08176580303762493
2017-03-28,BTC,0.0013196064689549036
2017-03-29,BTC,-0.006856757430679705
2017-03-30,BTC,-0.013019526884062937
2017-03-31,BTC,0.044191988716200115
2017-04-01,BTC,0.008126555220758114
2017-04-02,BTC,0.020055570518567878
2017-04-03,BTC,0.03778002757122989
2017-04-04,BTC,-0.009232353321610876
2017-04-05,BTC,-0.007474053124310598
2017-04-06,BTC,0.05147675359266213
2017-04-07,BTC,-0.004887229879914523
2017-04-08,BTC,-0.0008072675864378986
2017-04-09,BTC,0.010136523185730661
2017-04-10,BTC,-0.0006229555737722325
2017-04-11,BTC,0.015061539013646152
2017-04-12,BTC,-0.0038506025766043006
2017-04-13,BTC,-0.02590031902395007
2017-04-14,BTC,-0.001488086848982828
2017-04-15,BTC,0.004265361616847763
2017-04-16,BTC,0.008886775237463063
2017-04-17,BTC,0.009273583881525216
2017-04-18,BTC,0.014875500881293524
2017-04-19,BTC,-0.0011389279529591123
2017-04-20,BTC,0.015525135616866192
2017-04-21,BTC,-0.005719650045492797
2017-04-22,BTC,0.00790467797831873
2017-04-23,BTC,-0.019891046412705893
2017-04-24,BTC,0.03556967293677382
2017-04-25,BTC,0.012270499956597014
2017-04-26,BTC,0.01231931184017121
2017-04-27,BTC,0.028608693970150645
2017-04-28,BTC,-0.0009486010173004322
2017-04-29,BTC,0.004033527795735514
2017-04-30,BTC,0.019745931513033055
2017-05-01,BTC,0.0546854417915732
2017-05-02,BTC,0.021961150280870756
2017-05-03,BTC,0.025653570923533042
2017-05-04,BTC,0.031931010352657774
2017-05-05,BTC,0.011562888473097388
2017-05-06,BTC,0.01501179619354387
2017-05-07,BTC,0.011344002758720828
2017-05-08,BTC,0.07931309865072889
2017-05-09,BTC,0.018574294379609002
2017-05-10,BTC,0.018098862795306925
2017-05-11,BTC,0.034379111334029044
2017-05-12,BTC,-0.06725737173444557
2017-05-13,BTC,0.04678585603060226
2017-05-14,BTC,0.002216176941925996
2017-05-15,BTC,-0.03896267870541803
2017-05-16,BTC,-0.0022894809777168623
2017-05-17,BTC,0.06033037423636123
2017-05-18,BTC,0.02694814256769873
2017-05-19,BTC,0.05245012852721076
2017-05-20,BTC,0.048809947848473145
2017-05-21,BTC,-0.020880416027349136
2017-05-22,BTC,0.06476580165308032
2017-05-23,BTC,0.06764517628472633
2017-05-24,BTC,0.05310244475213688
2017-05-25,BTC,-0.05674318565944014
2017-05-26,BTC,-0.04449498887747083
2017-05-27,BTC,-0.07425919332339515
2017-05-28,BTC,0.0573504215526095
2017-05-29,BTC,0.046298384049117125
2017-05-30,BTC,-0.03552925058061074
2017-05-31,BTC,0.050995850505991314
2017-06-01,BTC,0.05312694371196991
2017-06-02,BTC,0.033502570701906764
2017-06-03,BTC,0.010769342911445712
2017-06-04,BTC,-0.0014073742918723209
2017-06-05,BTC,0.06967087316227039
2017-06-06,BTC,0.06565030230326219
2017-06-07,BTC,-0.045766988438535994
2017-06-08,BTC,0.026887227483478382
2017-06-09,BTC,0.006483394275232257
2017-06-10,BTC,0.043876854240490815
2017-06-11,BTC,0.003528212280786036
2017-06-12,BTC,-0.10090233756359857
2017-06-13,BTC,0.021578241803352327
2017-06-14,BTC,-0.07752975717127475
2017-06-15,BTC,-0.016673530687237204
2017-06-16,BTC,0.021902303336727824
2017-06-17,BTC,0.05452314855474327
2017-06-18,BTC,-0.04051005636447136
2017-06-19,BTC,0.01621089356412031
2017-06-20,BTC,0.05104646911540134
2017-06-21,BTC,-0.012010456698382854
2017-06-22,BTC,0.006065157064008231
2017-06-23,BTC,0.014600375278880584
2017-06-24,BTC,-0.04961545033060577
2017-06-25,BTC,-0.007402120124278988
2017-06-26,BTC,-0.042851446740276966
2017-06-27,BTC,0.029857371122225418
2017-06-28,BTC,0.008752409770216296
2017-06-29,BTC,-0.013775869164089127
2017-06-30,BTC,-0.02302977919066862
2017-07-01,BTC,-0.01865901768052247
2017-07-02,BTC,0.029541361004107758
2017-07-03,BTC,0.022976572057023192
2017-07-04,BTC,0.01465637821486343
2017-07-05,BTC,0.00013456806887401918
2017-07-06,BTC,0.0025250167694854664
2017-07-07,BTC,-0.03446351414766324
2017-07-08,BTC,0.020915954364450373
2017-07-09,BTC,-0.02057298711030131
2017-07-10,BTC,-0.05792470188153198
2017-07-11,BTC,-0.014655064012102925
2017-07-12,BTC,0.026114427646636518
2017-07-13,BTC,-0.01706665890466874
2017-07-14,BTC,-0.052826591293936076
2017-07-15,BTC,-0.10499077315203142
2017-07-16,BTC,-0.03453970741745427
2017-07-17,BTC,0.1547242613977975
2017-07-18,BTC,0.0405984420601897
2017-07-19,BTC,-0.019599959234089415
2017-07-20,BTC,0.2393608698654388
2017-07-21,BTC,-0.05318004070743243
2017-07-22,BTC,0.05336316119169271
2017-07-23,BTC,-0.02836897054903753
2017-07-24,BTC,0.008958469804049018
2017-07-25,BTC,-0.06475106538896502
2017-07-26,BTC,-0.018253597797534105
2017-07-27,BTC,0.05626918139220716
2017-07-28,BTC,0.05136275403063939
2017-07-29,BTC,-0.029391158560036046
2017-07-30,BTC,0.01127105981004406
2017-07-31,BTC,0.042855438955589076
2017-08-01,BTC,-0.05463008664141544
2017-08-02,BTC,-0.0027922597041331043
2017-08-03,BTC,0.03469993075685429
2017-08-04,BTC,0.03250220618176569
2017-08-05,BTC,0.12328508084725742
2017-08-06,BTC,-0.011980033802367007
2017-08-07,BTC,0.05133885604838184
2017-08-08,BTC,0.012133983057105446
2017-08-09,BTC,-0.022652436016542987
2017-08-10,BTC,0.011611191404536703
2017-08-11,BTC,0.07965625016471445
2017-08-12,BTC,0.06412330952976464
2017-08-13,BTC,0.04853645464502643
2017-08-14,BTC,0.06183496080363593
2017-08-15,BTC,-0.033108764571511906
2017-08-16,BTC,0.04655737873358379
2017-08-17,BTC,-0.010268161258673913
2017-08-18,BTC,-0.03949262909690476
2017-08-19,BTC,0.007950756664456327
2017-08-20,BTC,-0.025285613721660716
2017-08-21,BTC,-0.02101934204958411
2017-08-22,BTC,0.024684269727151875
2017-08-23,BTC,0.01243744689870585
2017-08-24,BTC,0.044118818020461026
2017-08-25,BTC,0.008517334700095969
2017-08-26,BTC,-0.0043920292075192435
2017-08-27,BTC,0.007003028479147133
2017-08-28,BTC,-5.0132919079404203e-05
2017-08-29,BTC,0.0448038077972408
2017-08-30,BTC,-0.002996321218345477
2017-08-31,BTC,0.030247812397657503
2017-09-01,BTC,0.040102909480912885
2017-09-02,BTC,-0.06403089141293461
2017-09-03,BTC,0.0009150801172317369
2017-09-04,BTC,-0.07563886774014905
2017-09-05,BTC,0.03309949569863302
2017-09-06,BTC,0.050403023139341974
2017-09-07,BTC,0.0006003248892021418
2017-09-08,BTC,-0.0806825161237863
2017-09-09,BTC,-0.0006361079293526473
2017-09-10,BTC,-0.024401006080782994
2017-09-11,BTC,0.009296783040678047
2017-09-12,BTC,-0.007319871287980284
2017-09-13,BTC,-0.06008990178251539
2017-09-14,BTC,-0.1874110117851947
2017-09-15,BTC,0.15295648927176453
2017-09-16,BTC,-0.0034309035831391332
2017-09-17,BTC,-0.011630259471810844
2017-09-18,BTC,0.13461798445242934
2017-09-19,BTC,-0.03449522339690225
2017-09-20,BTC,-0.004845901923637541
2017-09-21,BTC,-0.07038234374377883
2017-09-22,BTC,-9.366128904286786e-05
2017-09-23,BTC,0.04453685331933954
2017-09-24,BTC,-0.028889309480631398
2017-09-25,BTC,0.06604413296914613
2017-09-26,BTC,-0.00858873380148717
2017-09-27,BTC,0.0792117400755914
2017-09-28,BTC,-0.006175191550082948
2017-09-29,BTC,-0.0027930324367207993
2017-09-30,BTC,0.042190053046182285
2017-10-01,BTC,0.014988389180881967
2017-10-02,BTC,0.0012670115735247123
2017-10-03,BTC,-0.02082857388696502
2017-10-04,BTC,-0.02041008124788868
2017-10-05,BTC,0.023419689071315863
2017-10-06,BTC,0.00979572194250733
2017-10-07,BTC,0.012830591440306849
2017-10-08,BTC,0.04147151568709995
2017-10-09,BTC,0.03503757520840067
2017-10-10,BTC,0.0020893070026830607
2017-10-11,BTC,0.009303604548152045
2017-10-12,BTC,0.12854713544693785
2017-10-13,BTC,0.03677310602556361
2017-10-14,BTC,0.0326851807178703
2017-10-15,BTC,-0.02633841352782007
2017-10-16,BTC,0.008347713414463831
2017-10-17,BTC,-0.02097252534707461
2017-10-18,BTC,-0.002643795986161823
2017-10-19,BTC,0.021076124657229967
2017-10-20,BTC,0.05306632450176196
2017-10-21,BTC,0.003351920366813088
2017-10-22,BTC,-0.0038431221244686897
2017-10-23,BTC,-0.012998441965067942
2017-10-24,BTC,-0.06807047502757235
2017-10-25,BTC,0.040559845118093296
2017-10-26,BTC,0.026784148060926993
2017-10-27,BTC,-0.02098793261475229
2017-10-28,BTC,-0.004810679835932641
2017-10-29,BTC,0.06966000267519279
2017-10-30,BTC,-0.0037895483526454443
2017-10-31,BTC,0.0551127111404921
2017-11-01,BTC,0.04621083432731066
2017-11-02,BTC,0.04598428898807039
2017-11-03,BTC,0.01826089787737506
2017-11-04,BTC,0.023889590564422525
2017-11-05,BTC,0.0037208870264384686
2017-11-06,BTC,-0.05192778346429916
2017-11-07,BTC,0.01731799481206897
2017-11-08,BTC,0.04413399955849262
2017-11-09,BTC,-0.0423757375660655
2017-11-10,BTC,-0.07355414731266852
2017-11-10,ETH,-0.06741068978776144
2017-11-11,BTC,-0.03936756153242693
2017-11-11,ETH,0.05155507049719543
2017-11-12,BTC,-0.06410127519466624
2017-11-12,ETH,-0.0215234166001792
2017-11-13,BTC,0.1024223964020905
2017-11-13,ETH,0.028605993401674246
2017-11-14,BTC,0.011625867697059977
2017-11-14,ETH,0.06603710680612629
2017-11-15,BTC,0.10244358799871911
2017-11-15,ETH,-0.012658841109222885
2017-11-16,BTC,0.07602308228430132
2017-11-16,ETH,-0.007298432124233423
2017-11-17,BTC,-0.020668967939835303
2017-11-17,ETH,0.0044421110914172335
2017-11-18,BTC,0.01052792460507379
2017-11-18,ETH,0.04578297589756475
2017-11-19,BTC,0.03162202719066243
2017-11-19,ETH,0.01948720650012503
2017-11-20,BTC,0.020425510300550398
2017-11-20,ETH,0.03483214668306278
2017-11-21,BTC,-0.015776803805438666
2017-11-21,ETH,-0.017257954953682764
2017-11-22,BTC,0.02258507895370454
2017-11-22,ETH,0.0561902076442764
2017-11-23,BTC,-0.026022716314653915
2017-11-23,ETH,0.07753532472207425
2017-11-24,BTC,0.026735484363164197
2017-11-24,ETH,0.15785079208313424
2017-11-25,BTC,0.06508961012823455
2017-11-25,ETH,-0.018182374319202
2017-11-26,BTC,0.06138491620992981
2017-11-26,ETH,0.010839042938341592
2017-11-27,BTC,0.052279856482030373
2017-11-27,ETH,0.019147995398503648
2017-11-28,BTC,0.024489879142509663
2017-11-28,ETH,-0.015515613992209687
2017-11-29,BTC,-0.016919459222728528
2017-11-29,ETH,-0.09595856441637107
2017-11-30,BTC,0.034887536827456156
2017-11-30,ETH,0.04582444207233105
2017-12-01,BTC,0.07250625667631683
2017-12-01,ETH,0.043447519601349516
2017-12-02,BTC,0.009020008338809893
2017-12-02,ETH,-0.006625376948076078
2017-12-03,BTC,0.022447817050383678
2017-12-03,ETH,0.005187176307693608
2017-12-04,BTC,0.02949696148075409
2017-12-04,ETH,0.009339884498408058
2017-12-05,BTC,0.02226091991663215
2017-12-05,ETH,-0.014723405166720771
2017-12-06,BTC,0.19928333899191664
2017-12-06,ETH,-0.07488542099779771
2017-12-07,BTC,0.2524716942763181
2017-12-07,ETH,0.013579420408984078
2017-12-08,BTC,-0.07431961911021989
2017-12-08,ETH,0.04977582567533467
2017-12-09,BTC,-0.08396201205323306
2017-12-09,ETH,0.03831100972587986
2017-12-10,BTC,0.01826304777546084
2017-12-10,ETH,-0.06711905104721572
2017-12-11,BTC,0.09585001702858453
2017-12-11,ETH,0.16620214263694977
2017-12-12,BTC,0.028257970059188287
2017-12-12,ETH,0.2645807079346558
2017-12-13,BTC,-0.05783393716386753
2017-12-13,ETH,0.07880496345654286
2017-12-14,BTC,0.009495300439305021
2017-12-14,ETH,-0.009890973138668269
2017-12-15,BTC,0.06899905763251635
2017-12-15,ETH,-0.016337625608002115
2017-12-16,BTC,0.10111877067699493
2017-12-16,ETH,0.01718317003144998
2017-12-17,BTC,-0.01828959770177696
2017-12-17,ETH,0.034136289166496026
2017-12-18,BTC,-0.0013897831550526707
2017-12-18,ETH,0.10371199899627581
2017-12-19,BTC,-0.0699741582000456
2017-12-19,ETH,0.04049352569353082
2017-12-20,BTC,-0.06480953495347552
2017-12-20,ETH,-0.009357504000245709
2017-12-21,BTC,-0.04942670729264509
2017-12-21,ETH,0.0024136534498566675
2017-12-22,BTC,-0.12473030502089644
2017-12-22,ETH,-0.1780655138721301
2017-12-23,BTC,0.06271059463505568
2017-12-23,ETH,0.0659796691768928
2017-12-24,BTC,-0.05261513418067698
2017-12-24,ETH,-0.0350840546638479
2017-12-25,BTC,0.007238349401918809
2017-12-25,ETH,0.1032718859121593
2017-12-26,BTC,0.14780490304484273
2017-12-26,ETH,0.010448758247111112
2017-12-27,BTC,-0.016230003345223065
2017-12-27,ETH,-0.014207168670750336
2017-12-28,BTC,-0.07778514379518264
2017-12-28,ETH,-0.03384576413482587
2017-12-29,BTC,0.0034026081068359026
2017-12-29,ETH,0.022480939531120514
2017-12-30,BTC,-0.11626478741365665
2017-12-30,ETH,-0.04821569483587351
2017-12-31,BTC,0.09297263608914186
2017-12-31,ETH,0.05503738701798966
2018-01-01,BTC,-0.03526321533283927
2018-01-01,ETH,0.021021972908733533
2018-01-02,BTC,0.0970110560814097
2018-01-02,ETH,0.14470236473009224
2018-01-03,BTC,0.014610795304552893
2018-01-03,ETH,0.08850306368278194
2018-01-04,BTC,0.026195657872015055
2018-01-04,ETH,0.018906875229661724
2018-01-05,BTC,0.11733292616101543
2018-01-05,ETH,0.017124678295504125
2018-01-06,BTC,0.005593964256002781
2018-01-06,ETH,0.04406054233517298
2018-01-07,BTC,-0.05987336056512804
2018-01-07,ETH,0.10702901513492269
2018-01-08,BTC,-0.07935014996092593
2018-01-08,ETH,-0.004023703765806075
2018-01-09,BTC,-0.03788368129071751
2018-01-09,ETH,0.13165520890217386
2018-01-10,BTC,0.025891678470515656
2018-01-10,ETH,-0.033791407724088396
2018-01-11,BTC,-0.10468634305373903
2018-01-11,ETH,-0.08033786441778834
2018-01-12,BTC,0.042876949757709726
2018-01-12,ETH,0.10240438118388306
2018-01-13,BTC,0.02715195317395036
2018-01-13,ETH,0.09677984409284934
2018-01-14,BTC,-0.04096044534981502
2018-01-14,ETH,-0.021232883717632767
2018-01-15,BTC,0.0034707961579654167
2018-01-15,ETH,-0.05476413333357155
2018-01-16,BTC,-0.16854801354629112
2018-01-16,ETH,-0.1844000359430501
2018-01-17,BTC,-0.02627391241677912
2018-01-17,ETH,-0.037430310242511755
2018-01-18,BTC,0.02558861620270214
2018-01-18,ETH,0.02172051200086278
2018-01-19,BTC,0.01154694119247024
2018-01-19,ETH,0.002721220335564878
2018-01-20,BTC,0.11129105236439107
2018-01-20,ETH,0.11168323698851568
2018-01-21,BTC,-0.10071171594108497
2018-01-21,ETH,-0.09139078572320014
2018-01-22,BTC,-0.05764598936801968
2018-01-22,ETH,-0.04413188916371513
2018-01-23,BTC,-0.005763214020962026
2018-01-23,ETH,-0.01697566502561354
2018-01-24,BTC,0.04517684133384825
2018-01-24,ETH,0.07356407599377568
2018-01-25,BTC,-0.008803281560753051
2018-01-25,ETH,-0.002597328929434206
2018-01-26,BTC,-0.007815691506385392
2018-01-26,ETH,-0.0008143569100351744
2018-01-27,BTC,0.024106181433931617
2018-01-27,ETH,0.04918629242893857
2018-01-28,BTC,0.03020790716258781
2018-01-28,ETH,0.1255025158458094
2018-01-29,BTC,-0.041565158037780714
2018-01-29,ETH,-0.051083076311750575
2018-01-30,BTC,-0.10535219581320587
2018-01-30,ETH,-0.09407454738556376
2018-01-31,BTC,0.011359232053877344
2018-01-31,ETH,0.04404699102430554
2018-02-01,BTC,-0.1027834196380305
2018-02-01,ETH,-0.07289572234891606
2018-02-02,BTC,-0.037052347802326024
2018-02-02,ETH,-0.11671125431276863
2018-02-03,BTC,0.03897292486481896
2018-02-03,ETH,0.052669578780531134
2018-02-04,BTC,-0.09786476110758924
2018-02-04,ETH,-0.13416434481221196
2018-02-05,BTC,-0.15968807377551097
2018-02-05,ETH,-0.16381210682223524
2018-02-06,BTC,0.11483809805022926
2018-02-06,ETH,0.13635774150215973
2018-02-07,BTC,-0.01711377293171268
2018-02-07,ETH,-0.04545834775929625
2018-02-08,BTC,0.08453807822469184
2018-02-08,ETH,0.08022927163784144
2018-02-09,BTC,0.057030488314931294
2018-02-09,ETH,0.08077453830337444
2018-02-10,BTC,-0.013171607575021227
2018-02-10,ETH,-0.02653121513593726
2018-02-11,BTC,-0.05705588715872301
2018-02-11,ETH,-0.0531778340118092
2018-02-12,BTC,0.09798315081177211
2018-02-12,ETH,0.06634301285442423
2018-02-13,BTC,-0.03677344497335466
2018-02-13,ETH,-0.026992962429639222
2018-02-14,BTC,0.10424378247495736
2018-02-14,ETH,0.0926379625188114
2018-02-15,BTC,0.07075267978887334
2018-02-15,ETH,0.01452534206013456
2018-02-16,BTC,0.006639518158486624
2018-02-16,ETH,0.007720591228886686
2018-02-17,BTC,0.0858714440383399
2018-02-17,ETH,0.03167194539964835
2018-02-18,BTC,-0.050473816513253555
2018-02-18,ETH,-0.05152776646470214
2018-02-19,BTC,0.06382797366007709
2018-02-19,ETH,0.02158622791762088
2018-02-20,BTC,0.01589270609507487
2018-02-20,ETH,-0.051378130406813494
2018-02-21,BTC,-0.06254985596523333
2018-02-21,ETH,-0.05070519909053717
2018-02-22,BTC,-0.06411363144322124
2018-02-22,ETH,-0.043679181095690245
2018-02-23,BTC,0.02959516335582202
2018-02-23,ETH,0.06316586437308924
2018-02-24,BTC,-0.04737642731178393
2018-02-24,ETH,-0.02739448259759092
2018-02-25,BTC,-0.015116557715992629
2018-02-25,ETH,0.0051099419228730625
2018-02-26,BTC,0.07263210586495439
2018-02-26,ETH,0.029006528040185664
2018-02-27,BTC,0.03462041028492213
2018-02-27,ETH,0.010295476532552472
2018-02-28,BTC,-0.030552997565149287
2018-02-28,ETH,-0.02626318896272517
2018-03-01,BTC,0.05319339372337972
2018-03-01,ETH,0.019879628136155958
2018-03-02,BTC,0.012364203326180156
2018-03-02,ETH,-0.017595717322276716
2018-03-03,BTC,0.036377885560451295
2018-03-03,ETH,0.0004340863955869523
2018-03-04,BTC,0.0019930384320943073
2018-03-04,ETH,0.01102744693506641
2018-03-05,BTC,0.005272501204946822
2018-03-05,ETH,-0.014992832218705066
2018-03-06,BTC,-0.06855429544313296
2018-03-06,ETH,-0.04302883891829412
2018-03-07,BTC,-0.0755415215926486
2018-03-07,ETH,-0.07848695454027577
2018-03-08,BTC,-0.0572531755818666
2018-03-08,ETH,-0.06407146591767099
2018-03-09,BTC,-0.006116008644050375
2018-03-09,ETH,0.03451624340431536
2018-03-10,BTC,-0.050500379066334866
2018-03-10,ETH,-0.057655477552551515
2018-03-11,BTC,0.08037783474086391
2018-03-11,ETH,0.05306377124732298
2018-03-12,BTC,-0.03899407015352063
2018-03-12,ETH,-0.03249927897511695
2018-03-13,BTC,-0.001115738597840088
2018-03-13,ETH,-0.012865916723930004
2018-03-14,BTC,-0.10060415105858134
2018-03-14,ETH,-0.11078896427179907
2018-03-15,BTC,0.0037547153880626016
2018-03-15,ETH,-0.004862515380726684
2018-03-16,BTC,0.0045163099033997955
2018-03-16,ETH,-0.015766296694008974
2018-03-17,BTC,-0.05054594090041897
2018-03-17,ETH,-0.08125275926545106
2018-03-18,BTC,0.038752615832098325
2018-03-18,ETH,-0.025570815783310774
2018-03-19,BTC,0.04948766471821564
2018-03-19,ETH,0.033569541026134075
2018-03-20,BTC,0.03276917997335538
2018-03-20,ETH,0.0008064552378423961
2018-03-21,BTC,0.0017737814072429359
2018-03-21,ETH,0.008178771365865423
2018-03-22,BTC,-0.022488995834565095
2018-03-22,ETH,-0.03921793394779349
2018-03-23,BTC,0.017316940467241304
2018-03-23,ETH,-0.00015380304027901026
2018-03-24,BTC,-0.023818586517076135
2018-03-24,ETH,-0.024424625935317246
2018-03-25,BTC,-0.019882032253830673
2018-03-25,ETH,-0.004087916108852063
2018-03-26,BTC,-0.033708485106174635
2018-03-26,ETH,-0.06549084636197922
2018-03-27,BTC,-0.04584504758621555
2018-03-27,ETH,-0.08130403319548385
2018-03-28,BTC,0.015503551724572073
2018-03-28,ETH,-0.008524481773869996
2018-03-29,BTC,-0.09916170347942321
2018-03-29,ETH,-0.1351419308559343
2018-03-30,BTC,-0.03840241264367461
2018-03-30,ETH,0.022481144146713428
2018-03-31,BTC,0.012046952245941878
2018-03-31,ETH,0.004591498103849512
2018-04-01,BTC,-0.01854151465198095
2018-04-01,ETH,-0.04250147196893139
2018-04-02,BTC,0.03500318149775872
2018-04-02,ETH,0.017960662634068703
2018-04-03,BTC,0.052557958843978625
2018-04-03,ETH,0.07884587834793066
2018-04-04,BTC,-0.08077536819799569
2018-04-04,ETH,-0.08719265047673075
2018-04-05,BTC,-0.006181881962836755
2018-04-05,ETH,0.007066206359080507
2018-04-06,BTC,-0.025714036045156208
2018-04-06,ETH,-0.03378369016223137
2018-04-07,BTC,0.041403974915207975
2018-04-07,ETH,0.040587632635895154
2018-04-08,BTC,0.016268081926749334
2018-04-08,ETH,0.0394327754170789
2018-04-09,BTC,-0.03599192973886778
2018-04-09,ETH,-0.004948701775378983
2018-04-10,BTC,0.009456851084145068
2018-04-10,ETH,0.03943785464319349
2018-04-11,BTC,0.019541295257440083
2018-04-11,ETH,0.03934163430373627
2018-04-12,BTC,0.13215957347142848
2018-04-12,ETH,0.1449365906491631
2018-04-13,BTC,0.0008505194964667506
2018-04-13,ETH,-0.0004179489349483978
2018-04-14,BTC,0.011433729892771805
2018-04-14,ETH,0.01774384148584729
2018-04-15,BTC,0.04293260747550409
2018-04-15,ETH,0.060269901635369605
2018-04-16,BTC,-0.03246930563679795
2018-04-16,ETH,-0.038658914531133126
2018-04-17,BTC,-0.01943001508226172
2018-04-17,ETH,-0.016146021929917542
2018-04-18,BTC,0.03307100821331388
2018-04-18,ETH,0.04353797911999946
2018-04-19,BTC,0.016033678248838168
2018-04-19,ETH,0.08212819907740543
2018-04-20,BTC,0.06649384172813311
2018-04-20,ETH,0.08422251964765093
2018-04-21,BTC,0.0056241188854653235
2018-04-21,ETH,-0.01676578848135657
2018-04-22,BTC,-0.010468133204319163
2018-04-22,ETH,0.027197061900279706
2018-04-23,BTC,0.014589094689994253
2018-04-23,ETH,0.03326792006009871
2018-04-24,BTC,0.08583925965266448
2018-04-24,ETH,0.10210917951507215
2018-04-25,BTC,-0.0878329224671307
2018-04-25,ETH,-0.13096230187716207
2018-04-26,BTC,0.049263206888732425
2018-04-26,ETH,0.07700970427778464
2018-04-27,BTC,-0.031725437819185576
2018-04-27,ETH,-0.023803294877472347
2018-04-28,BTC,0.040216831097785066
2018-04-28,ETH,0.056637070638428266
2018-04-29,BTC,0.0075519876851644074
2018-04-29,ETH,0.007610312300805777
2018-04-30,BTC,-0.01895410931393615
2018-04-30,ETH,-0.027518498442315686
2018-05-01,BTC,-0.013152901248456694
2018-05-01,ETH,0.0055065422076368
2018-05-02,BTC,0.012820488107240013
2018-05-02,ETH,0.020094640725412782
2018-05-03,BTC,0.05499619247287524
2018-05-03,ETH,0.13445998574023377
2018-05-04,BTC,-0.004423358338729533
2018-05-04,ETH,0.007800715829656912
2018-05-05,BTC,0.016224566817716557
2018-05-05,ETH,0.03881751419241519
2018-05-06,BTC,-0.020627661161558675
2018-05-06,ETH,-0.02917343177295273
2018-05-07,BTC,-0.02918652325920712
2018-05-07,ETH,-0.04870057312781695
2018-05-08,BTC,-0.014743338221176572
2018-05-08,ETH,-0.001151588424354033
2018-05-09,BTC,0.009784638135047707
2018-05-09,ETH,-0.0007730156178340497
2018-05-10,BTC,-0.030159124782280555
2018-05-10,ETH,-0.033229930628722704
2018-05-11,BTC,-0.06661368459868511
2018-05-11,ETH,-0.06557471290412842
2018-05-12,BTC,0.007510452811321011
2018-05-12,ETH,0.009508693692314107
2018-05-13,BTC,0.025755864015265972
2018-05-13,ETH,0.06916134129166629
